year,label,can_nam_dem,can_par_aff_dem,can_inc_cha_ope_sea_dem,ind_con_dem,tot_con_dem,tot_rec_dem,tot_dis_dem,cas_on_han_beg_of_per_dem,cas_on_han_clo_of_per_dem,tot_rec_final_dem,can_nam_gop,can_par_aff_gop,can_inc_cha_ope_sea_gop,per_dem,per_gop,ind_con_gop,tot_con_gop,tot_rec_gop,tot_dis_gop,cas_on_han_beg_of_per_gop,cas_on_han_clo_of_per_gop,tot_rec_final_gop,gopwin,population,income,homeval,rentval,gopvi,density,white,gop_cash_adv_beg,gop_cash_adv_end,urb_cat,seat_stat_gop,inc_gop,gop_fund_adv
2012,TX-8,"Burns, Neil  Paul",DEM,1,1120.0,2672.5,2672.5,367.15,2574.26,4879.61,14935.5,"Brady, Kevin",REP,0,20.3,77.4,46500.0,241539.5,242539.5,187042.15,350874.5,406371.85,1385893.57,1,742426,60251,179358,914,29,122,0.831930724,348300,401492,2,INCUMBENT,1,239867
2012,IL-8,"Duckworth, L. Tammy",DEM,1,680282.09,889040.26,889040.26,360651.93,259974.74,788363.07,5309495.24,"Walsh, Joe",REP,0,54.7,45.3,256621.04,318121.04,318158.35,202483.76,607150.55,722825.14,2011080.18,0,720402,63357,172773,1036,-8,3505,0.691459768,347175,-65537,0,INCUMBENT,1,-570881
2014,WA-8,"Ritchie, Jason",DEM,1,13249.05,26169.54,26169.54,49792.55,80370.13,56747.12,236911.9,"Reichert, Dave",REP,0,36.6,63.4,93077.51,183077.51,183101.51,96172.49,421899.17,508828.19,1301442.34,1,690317,70526,180432,1049,1,93,0.80429281,341529,452081,2,INCUMBENT,1,156931
2012,AL-5,"Holley, Charlie Lee",DEM,1,3828.0,9328.0,15934.89,4274.23,859.86,12520.52,56141.98,"Brooks, Mo",REP,0,35.0,65.0,20460.0,58460.0,62660.81,56379.57,337502.59,343783.83,904753.18,1,696030,49923,190907,664,17,189,0.769535796,336642,331263,2,INCUMBENT,1,46725
2012,OH-5,"Zimmann, Angela Kay",DEM,1,92647.35,110247.35,111114.21,66909.08,54858.56,99063.69,475664.77,"Latta, Robert Edward Mr",REP,0,38.9,57.6,76851.0,144101.0,144561.0,78674.84,390489.19,456375.35,1111742.01,1,724116,50774,208091,672,7,128,0.923039955,335630,357311,2,INCUMBENT,1,33446
2012,CA-4,"Uppal, Jack",DEM,1,7995.84,8495.84,8495.84,1356.98,14346.97,21485.83,57406.58,"Mcclintock, Thomas",REP,0,38.8,61.2,114631.57,125131.57,125131.57,67019.64,346534.86,404646.79,1191742.7,1,706178,63207,190189,1148,10,55,0.854814225,332187,383160,2,INCUMBENT,1,116635
2014,MS-1,"Dickey, Ron ",DEM,1,5840.0,5940.0,5940.0,3175.0,0.0,2765.0,5945.0,"Nunnelee, Patrick Alan",REP,0,28.8,68.0,8450.0,82700.0,103100.0,44602.7,331971.9,390469.2,1020948.01,1,749704,40643,197558,678,16,70,0.699668136,331971,387704,2,INCUMBENT,1,97160
2012,VA-9,"Flaccavento, Anthony Jude",DEM,1,56772.3,57772.3,77772.3,49751.14,11914.14,39935.3,480091.62,"Griffith, H Morgan",REP,0,38.8,61.2,39453.0,120653.0,120653.0,43065.27,343700.36,421288.09,1399362.81,1,723948,38372,205292,626,15,79,0.91431705,331786,381352,2,INCUMBENT,1,42880
2012,PA-6,"Trivedi, Manan",DEM,1,178780.17,265308.34,265308.34,99811.9,360520.62,526017.06,1333552.43,"Gerlach, Jim",REP,0,43.0,57.0,147549.25,341449.25,343156.65,146304.07,688425.39,885277.97,2234892.13,1,720817,72491,203233,1052,2,837,0.878616903,327904,359260,1,INCUMBENT,1,77848
2012,WI-8,"Wall, James Richard Jr",DEM,1,141642.79,241117.59,241117.59,81076.72,382164.87,542205.74,1066990.64,"Ribble, Reid",REP,0,44.1,55.9,156331.0,401690.46,419680.99,127182.17,708513.7,1001012.52,2324473.44,1,718725,53118,208337,683,2,105,0.910356534,326348,458806,2,INCUMBENT,1,178563
2012,NE-2,"Ewing, John W Jr",DEM,1,85021.07,106521.07,106521.07,68458.59,51016.8,89079.28,617754.94,"Terry, Lee",REP,0,48.8,51.2,103964.0,343214.0,343214.0,235346.45,374518.99,482386.54,2036016.71,1,626491,55640,152533,788,4,1229,0.806579823,323502,393307,0,INCUMBENT,1,236692
2012,NJ-7,"Chivukula, Upendra J",DEM,1,387730.0,395530.0,395530.0,42594.65,83594.37,436529.72,968084.47,"Lance, Leonard",REP,0,39.9,57.4,47885.0,150135.0,150135.0,166030.92,401146.53,385250.61,1321361.7,1,738426,100056,205224,1318,6,761,0.805560747,317552,-51279,1,INCUMBENT,1,-245395
2014,SC-7,"Tinubu, Gloria Bromell",DEM,1,8001.47,13001.47,13001.47,11405.45,5086.01,6682.03,238348.69,"Rice, Tom",REP,0,40.0,60.0,193739.0,230239.0,230424.0,13002.06,321823.51,539245.45,1147855.77,1,671664,38107,178002,715,7,125,0.660114283,316737,532563,2,INCUMBENT,1,217422
2014,WI-5,"Rockwood, Christopher B",DEM,1,2820.0,4365.0,4365.0,2925.0,0.0,1440.0,13918.0,"Sensenbrenner, F. James Jr.",REP,0,30.5,69.5,40218.01,73718.01,73801.02,42260.99,314862.91,346402.94,438376.54,1,714788,62633,202039,844,13,378,0.927991237,314862,344962,2,INCUMBENT,1,69436
2014,SC-5,"Adams, Thomas A",DEM,1,13598.0,13598.0,13598.0,2944.85,8104.85,18758.0,51446.36,"Mulvaney, John Michael 'Mick'",REP,0,41.1,58.9,9480.0,123580.0,123591.13,40245.12,322600.42,405946.43,1167623.01,1,672257,43352,180252,704,9,122,0.684077667,314495,387188,2,INCUMBENT,1,109993
2012,CO-3,"Pace, Salvatore Ii",DEM,1,113619.33,191819.33,197398.33,22733.38,614433.73,789098.68,1953913.33,"Tipton, Scott R.",REP,0,41.1,53.5,132157.6,203559.05,203559.05,50929.21,928215.09,1080844.93,2342228.83,1,722813,47443,192658,845,5,14,0.875855858,313781,291746,2,INCUMBENT,1,6160
2014,OH-2,"Tyszkiewicz, Marek",DEM,1,13785.0,20285.0,167285.0,40344.49,11080.99,138021.5,299476.0,"Wenstrup, Brad R Dr.",REP,0,33.9,66.1,146208.12,196998.12,196998.12,43404.66,313224.15,466817.61,1079605.28,1,720413,50128,195258,707,8,223,0.876402841,302143,328796,2,INCUMBENT,1,29713
2012,NY-22,"Lamb, Dan",DEM,2,51816.99,67891.99,67895.98,7731.73,60184.75,120349.0,337978.93,"Hanna, Richard",REP,0,39.1,60.9,20727.0,87092.62,87111.09,36568.5,356574.93,407117.52,1096314.9,1,715730,47200,191038,674,3,140,0.904273958,296390,286768,2,INCUMBENT,1,19215
2012,PA-3,"Eaton, Melissa Ann",DEM,1,50193.21,83843.21,83843.21,79073.92,16712.22,21481.51,251336.93,"Kelly, George J Jr J. Jr.",REP,0,41.1,54.7,62501.76,164751.76,167227.28,87646.25,309557.34,389138.37,1146861.9,1,703321,46195,202191,640,8,182,0.921609052,292845,367656,2,INCUMBENT,1,83384
2014,LA-6,"Edwards, Edwin Washington",DEM,2,168605.0,177305.0,177305.0,63344.43,27381.63,141342.2,433286.42,"Graves, Garret",REP,2,62.4,37.5,444045.07,494104.69,494104.69,84352.79,312318.72,722070.62,2022332.1,0,774460,56126,206087,843,21,191,0.715777445,284937,580728,2,OPEN,0,316799
2012,PA-10,"Scollo, Philip",DEM,1,57245.0,60543.0,60543.0,35014.71,10142.0,35670.29,190887.0,"Marino, Thomas Anthony",REP,0,34.1,65.9,46277.76,99577.76,99577.76,88530.05,290741.13,301788.84,827493.0,1,709274,48731,203205,710,12,84,0.935357845,280599,266118,2,INCUMBENT,1,39034
2014,NY-23,"Robertson, Martha",DEM,1,210038.92,283586.65,283586.65,36029.71,882440.14,1129997.08,2302212.1,"Reed, Thomas W Ii",REP,0,37.4,62.6,74066.0,255260.17,341187.36,228636.37,1161754.8,1274305.79,3441589.97,1,715111,46015,195998,675,3,97,0.916674474,279314,144308,2,INCUMBENT,1,57600
2012,NC-2,"Wilkins, Stephen P",DEM,1,10560.0,11690.0,14190.0,10067.72,2356.81,6479.09,86555.46,"Ellmers, Renee Jacisin",REP,0,41.4,55.9,65144.0,140651.67,148031.02,217442.43,280215.87,210804.46,1086869.93,1,762421,50817,187515,807,10,234,0.730496668,277859,204325,2,INCUMBENT,1,133841
2014,AR-1,"Mcpherson, Jackie",DEM,1,28690.6,40740.6,40740.6,35601.79,102358.06,107496.87,284800.44,"Crawford, Eric Alan Rick",REP,0,32.4,63.2,35295.0,94295.0,94295.0,43570.57,378740.76,429465.19,907123.79,1,727971,36100,184978,600,14,37,0.786924204,276382,321968,2,INCUMBENT,1,53554
2012,NC-10,"Keever, Patricia R",DEM,1,62297.84,67147.84,67147.84,68506.96,29479.59,28120.47,543273.57,"Mchenry, Patrick Timothy",REP,0,43.0,57.0,45542.6,137230.18,137270.0,167684.25,303824.56,273410.31,1230228.35,1,738516,42466,196836,704,11,286,0.823037009,274344,245289,2,INCUMBENT,1,70122
2014,IL-14,"Anderson, Dennis",DEM,1,2975.0,3975.0,3975.0,11423.45,11197.88,3749.43,61664.46,"Hultgren, Randy",REP,0,34.4,65.6,29815.61,118065.61,118065.61,91334.24,282955.44,309686.81,1182737.75,1,721517,81374,203545,1038,5,451,0.876719467,271757,305937,2,INCUMBENT,1,114090
2014,PA-5,"Taylor, Kerith Strano",DEM,1,23115.5,25115.5,25115.5,22623.29,6880.75,9372.96,164713.19,"Thompson, Glenn Mr",REP,0,36.4,63.6,94519.79,194019.79,194043.44,73029.35,278525.48,399539.57,1324739.64,1,704890,45222,196250,672,8,65,0.942098767,271644,390166,2,INCUMBENT,1,168927
2014,NC-7,"Barfield, Jonathan Jr",DEM,2,9891.45,9891.45,9891.48,8305.92,4330.89,5916.45,60463.63,"Rouzer, David Cheston Mr.",REP,2,37.1,59.4,101117.81,212966.48,233611.48,418992.17,275401.71,90021.02,1544845.54,1,752665,45594,201605,756,12,122,0.741566301,271070,84104,2,OPEN,0,223720
2012,FL-19,"Roach, James Lloyd",DEM,2,14147.96,16647.96,16658.45,14511.62,3446.87,5593.7,86285.54,"Radel, Henry J. Iii",REP,2,35.8,62.0,115636.82,123636.82,123636.82,110394.78,265987.92,279229.96,1068123.35,1,719346,49433,196551,950,12,958,0.860093752,262541,273636,1,OPEN,0,106978
2012,FL-13,"Ehrlich, Jessica D",DEM,1,64835.05,86172.11,86172.11,91531.86,76781.57,71421.82,530794.21,"Young, C W Bill",REP,0,42.4,57.6,22705.0,75205.0,75226.38,76590.77,326602.36,325237.97,1040707.05,1,699803,44691,201969,916,1,3761,0.867961412,249820,253816,0,INCUMBENT,1,-10945
2012,IN-5,"Reske, Scott Eric",DEM,2,75527.0,115542.0,115542.0,68084.03,41403.75,88861.72,399589.84,"Brooks, Susan Mrs.",REP,2,37.6,58.4,177965.8,219715.8,219715.8,387350.11,290987.19,123352.88,1440815.25,1,734988,61047,203131,818,9,381,0.848762157,249583,34491,2,OPEN,0,104173
2012,MO-8,"Rushin, Jack D, D C",DEM,1,4900.0,9126.0,12201.0,9146.0,0.0,3054.0,24817.41,"Emerson, Joann",REP,0,24.6,71.9,71211.0,244645.66,246650.66,196809.44,248670.92,298512.14,1517261.37,1,748508,37183,202458,574,17,37,0.924626056,248670,295458,2,INCUMBENT,1,234449
2012,VA-2,"Hirschbiel, Paul Odell Jr",DEM,1,182092.1,228042.1,228042.1,81696.21,650736.18,797082.07,2011392.39,"Rigell, Edward Scott Mr.",REP,0,46.2,53.8,119730.15,232858.75,233029.54,53888.55,890976.48,1070117.47,2451268.28,1,726166,59963,166412,1125,2,732,0.674086917,240240,273035,1,INCUMBENT,1,4987
2012,OH-10,"Neuhardt, Sharen Swartz",DEM,1,88581.9,115354.23,115354.23,83627.41,186709.34,218436.16,581390.56,"Turner, Michael R",REP,0,36.9,60.2,72080.0,145830.0,145830.0,117633.53,421953.15,450149.62,1232450.03,1,724109,45313,182723,733,3,640,0.774114118,235243,231713,1,INCUMBENT,1,30475
2012,NJ-4,"Froelich, Brian P",DEM,1,4179.0,4179.0,4179.0,4179.0,12386.0,11213.0,87156.83,"Smith, Christopher H.",REP,0,31.0,68.0,76842.8,112392.8,112534.82,51936.92,246190.41,306788.31,658473.84,1,734432,74144,204440,1228,7,1061,0.852115649,233804,295575,0,INCUMBENT,1,108355
2012,CA-1,"Reed, James E",DEM,1,33318.84,35468.84,35468.84,17240.3,456.99,18685.53,192675.52,"Lamalfa, Doug",REP,1,41.9,58.1,14082.11,36332.11,37332.11,155599.39,232755.15,114487.87,872995.42,1,703566,44453,175126,896,10,25,0.863893366,232298,95802,2,CHALLENGER,0,1863
2012,MS-1,"Morris, Brad",DEM,1,13220.0,14220.0,40929.48,53995.55,23814.77,10748.7,206000.61,"Nunnelee, Patrick Alan",REP,0,36.7,60.7,107649.0,168649.0,171344.73,158053.16,254367.12,267658.69,1470455.3,1,749704,40643,197558,678,16,70,0.699668136,230552,256909,2,INCUMBENT,1,130415
2012,IL-16,"Rohl, Wanda",DEM,1,3627.11,5077.11,5077.11,2095.4,0.0,2981.71,36264.87,"Kinzinger, Adam",REP,0,38.1,61.9,40864.0,133964.0,134067.35,155212.17,227297.64,206152.82,2034418.97,1,706371,53768,197894,751,4,89,0.909275721,227297,203171,2,INCUMBENT,1,128990
2012,IL-11,"Foster, G. William (Bill)",DEM,1,397596.74,475407.58,475407.58,199128.65,994097.05,1270375.98,3540707.49,"Biggert, Judy",REP,0,58.1,41.9,216360.0,458335.0,462060.65,144294.94,1221282.9,1539048.61,2909765.79,0,716438,66806,174913,1044,-8,2550,0.663912299,227185,268672,0,INCUMBENT,1,-13346
2012,SC-5,"Knott, Joyce",DEM,1,4235.0,4485.0,4485.0,4893.41,5901.38,5492.97,34640.88,"Mulvaney, John Michael 'Mick'",REP,0,44.4,55.6,39005.0,89890.74,89890.74,19267.54,216284.11,286907.31,798055.27,1,672257,43352,180252,704,9,122,0.684077667,210382,281414,2,INCUMBENT,1,85405
2012,CA-36,"Ruiz, Raul Dr.",DEM,1,193931.1,276330.1,276356.6,37340.29,385855.4,624871.71,1976758.0,"Bono Mack, Mary",REP,0,51.9,48.1,153369.0,313994.0,327869.08,72060.0,592402.18,848211.26,2258741.4,0,719201,43739,163193,976,1,121,0.666895624,206546,223339,2,INCUMBENT,1,51512
2012,IN-3,"Boyd, Kevin Robert",DEM,1,6757.35,11257.35,11257.35,9845.62,7734.59,9146.32,42278.76,"Stutzman, Marlin A",REP,0,32.9,67.1,44626.0,123094.79,129442.31,68250.57,213092.91,274284.65,960106.76,1,726471,47661,201940,653,13,173,0.880961525,205358,265138,2,INCUMBENT,1,118184
2012,FL-6,"Beaven, Heather M",DEM,1,68557.58,91057.58,91057.58,57740.39,14250.0,47567.19,281008.53,"Desantis, Ronald D",REP,1,42.8,57.2,170182.0,187182.0,187182.0,85282.2,218802.73,320702.53,1155958.58,1,715041,44433,201817,912,9,285,0.84589555,204552,273135,2,CHALLENGER,0,96124
2012,TX-1,"Mckellar, Shirley Jonetta  Dr",DEM,1,3500.0,3500.0,3500.0,2589.57,1056.47,1966.9,52936.84,"Gohmert, Louie",REP,0,26.6,71.7,61375.0,67475.0,69475.0,33713.38,203214.41,238976.03,742346.57,1,707759,43231,171246,743,24,90,0.771108527,202157,237009,2,INCUMBENT,1,65975
2014,AZ-4,"Weisser, Mikel ",DEM,1,6804.0,6804.0,6804.0,4497.84,694.1,3000.26,40585.84,"Gosar, Paul Anthony",REP,0,25.8,70.0,33775.0,73025.0,73025.0,77970.47,200311.54,195366.07,489817.48,1,723279,43174,199053,871,20,21,0.875353771,199617,192365,2,INCUMBENT,1,66221
2014,TX-36,"Cole, Michael Kenneth Jr.",DEM,2,575.0,4075.0,4075.0,2177.06,403.88,2301.82,19213.64,"Babin, Brian",REP,2,22.0,76.0,72857.57,139607.57,139607.57,259743.24,194360.0,74224.33,1118763.92,1,710267,53344,181686,808,25,99,0.800769288,193956,71922,2,OPEN,0,135532
2014,CA-48,"Savary, Suzanne Joyce",DEM,1,17335.0,18325.0,18325.0,26670.38,25714.83,17369.45,114509.11,"Rohrabacher, Dana",REP,0,35.8,64.2,175135.0,178135.0,178135.0,75288.17,216014.3,318861.13,801570.59,1,718189,79094,152022,1625,7,4937,0.681085341,190299,301491,0,INCUMBENT,1,159810
2012,ID-1,"Farris, James R (Jimmy)",DEM,1,6399.0,9899.0,9899.0,8762.13,7168.89,8305.76,82924.24,"Labrador, Raul",REP,0,30.8,63.0,37281.25,72281.25,74448.81,66292.99,194791.45,202947.27,830195.57,1,803330,47111,209336,748,18,20,0.931005938,187622,194641,2,INCUMBENT,1,64549
2014,UT-2,"Robles, Luz M",DEM,1,11334.03,11334.03,11334.03,9525.47,18916.04,20724.6,167101.75,"Stewart, Chris",REP,0,33.2,60.4,53703.83,118203.83,118203.83,108755.05,205439.4,214888.18,758016.0,1,709305,52766,155550,815,18,17,0.861505276,186523,194163,2,INCUMBENT,1,106869
2014,TX-27,"Reed, Wesley Craig",DEM,1,63308.03,82308.03,82316.46,40874.28,53975.03,95417.21,301255.87,"Farenthold, Randolph Blake",REP,0,33.7,63.6,189556.0,259706.0,263511.46,83539.35,239928.06,419900.17,1127460.21,1,707737,48082,161303,799,13,77,0.844422434,185953,324482,2,INCUMBENT,1,181195
2012,PA-5,"Dumas, Charles",DEM,1,3945.0,5266.12,5266.12,4900.44,400.0,765.68,35821.68,"Thompson, Glenn",REP,0,37.1,62.9,115112.64,206182.27,206246.92,152370.0,181533.79,235410.71,1263884.89,1,704890,45222,196250,672,8,65,0.942098767,181133,234645,2,INCUMBENT,1,200980
2012,FL-26,"Garcia, Joe",DEM,1,228194.12,250194.12,250194.12,55661.57,0.0,194532.55,1395067.73,"Rivera, David",REP,1,53.6,43.0,63450.0,92700.0,92700.5,57529.67,178477.32,213648.15,609503.18,0,730196,50634,147051,1214,1,347,0.849818405,178477,19115,2,CHALLENGER,0,-157493
2012,IL-14,"Anderson, Dennis",DEM,1,10020.0,10020.0,18020.0,23559.93,10137.96,4598.03,98443.11,"Hultgren, Randy",REP,0,41.2,58.8,64597.84,156597.84,165291.14,192039.89,188280.75,161532.0,1362709.72,1,721517,81374,203545,1038,5,451,0.876719467,178142,156933,2,INCUMBENT,1,147271
2014,CA-1,"Hall, Heidi",DEM,1,25478.67,25728.67,25732.08,11714.32,13302.07,27319.83,233378.26,"Lamalfa, Doug",REP,0,38.1,61.9,9349.0,57849.0,67296.36,9694.23,179371.19,236973.32,732867.64,1,703566,44453,175126,896,10,25,0.863893366,166069,209653,2,INCUMBENT,1,41564
2014,CA-45,"Leavens, Drew Eugene",DEM,1,11744.88,13944.88,16454.21,9204.21,11546.1,18796.1,125966.08,"Walters, Mimi",REP,2,34.8,65.2,32393.76,104493.76,110607.94,134722.27,165928.73,141814.4,1430178.62,1,728185,90408,167350,1757,7,2204,0.650142478,154382,123018,0,OPEN,0,94153
2012,PA-12,"Critz, Mark",DEM,0,269682.7,555346.39,605504.43,409413.51,232183.89,428274.81,2704390.08,"Rothfus, Keith Mr.",REP,1,48.2,51.8,246100.01,386500.01,391211.36,130767.23,384491.53,644935.66,2002960.36,1,703325,54597,221863,674,9,325,0.933827178,152307,216660,2,CHALLENGER,0,-214293
2014,SC-3,"Wrobleski-Mullis, Barbara Jo",DEM,1,445.02,1044.59,1044.59,1987.48,1366.2,423.31,19505.01,"Duncan, Jeffrey D Mr.",REP,0,28.6,71.4,15475.0,62975.0,63307.0,25298.48,153336.25,191344.77,612928.1,1,664638,40362,179913,662,18,126,0.773619625,151970,190921,2,INCUMBENT,1,62262
2014,PA-6,"Trivedi, Manan",DEM,2,149368.99,236469.99,236469.99,59293.16,164218.51,341395.34,947826.52,"Costello, Ryan A",REP,2,43.8,56.2,276185.0,600174.89,600174.89,103831.52,312643.54,808986.91,1796442.62,1,720817,72491,203233,1052,2,837,0.878616903,148425,467591,1,OPEN,0,363704
2012,IA-4,"Vilsack, Christie",DEM,1,217795.7,285145.7,285258.98,327719.22,888665.25,846205.01,3359507.01,"King, Steve Mr.",REP,0,44.6,53.2,402118.65,475418.65,476590.8,243594.0,1033164.92,1266161.72,3753859.7,1,760341,47931,222619,608,5,33,0.931870043,144499,419956,2,INCUMBENT,1,191331
2012,ID-2,"Lefavour, Nicole",DEM,1,85394.82,88064.82,88064.82,28257.68,61134.48,120941.62,350399.48,"Simpson, Michael K",REP,0,34.8,65.2,77233.0,193734.0,193734.0,201024.0,203993.04,196703.04,1200025.64,1,793892,44866,191720,698,17,18,0.906022482,142858,75761,2,INCUMBENT,1,105669
2012,GA-9,"Cooley, Joseph Dillard Iii (Jody)",DEM,1,4122.0,4222.0,9442.0,6061.13,0.0,3380.87,76245.34,"Collins, Douglas Allen",REP,1,23.8,76.2,67785.16,81685.16,81685.16,142819.09,142849.64,81715.71,780886.95,1,708866,43823,182342,746,30,136,0.870659617,142849,78334,2,CHALLENGER,0,72243
2014,FL-11,"Koller, David C",DEM,1,3666.52,9290.16,20835.16,18831.92,3274.6,5277.84,74634.27,"Nugent, Richard B",REP,0,33.3,66.7,6790.0,29290.0,29317.6,32633.93,141586.26,138269.93,330970.5,1,706874,40187,228895,818,11,281,0.869405297,138311,132992,2,INCUMBENT,1,8482
2012,KY-4,"Adkins, William R. Bill""""",DEM,2,13783.81,21783.81,21783.81,13846.05,4046.02,11983.78,130786.35,"Massie, Thomas H.",REP,0,35.0,62.1,189493.53,247493.53,276060.1,316201.89,136484.65,96342.86,1089631.49,1,733183,54255,195298,718,16,167,0.923718908,132438,84359,2,INCUMBENT,1,254276
2012,TX-22,"Rogers, Lakesha",DEM,1,4763.08,4763.08,5299.13,7036.72,2668.76,931.17,40303.33,"Olson, Peter G",REP,0,31.9,64.1,94119.0,187119.0,187119.46,167168.88,131799.07,151749.65,1439596.52,1,753155,85106,182359,1038,15,729,0.630720104,129130,150818,1,INCUMBENT,1,181820
2012,IN-2,"Mullen, Brendan B.",DEM,2,122598.77,242098.77,242098.77,98579.39,431360.67,574880.05,1283258.89,"Walorski (Swihart), Jackie",REP,2,47.6,49.0,162886.44,306136.44,311218.31,146945.17,558109.52,722382.66,1878410.35,1,719832,45073,193578,689,6,181,0.864951822,126748,147502,2,OPEN,0,69119
2014,TX-7,"Cargas, James P",DEM,1,4489.08,4489.08,7489.08,8461.45,3253.63,2281.26,74005.62,"Culberson, John",REP,0,34.5,63.3,57750.0,98250.0,98450.0,119886.95,122061.16,100624.21,719440.11,1,728070,66523,147174,993,13,4495,0.671984837,118807,98342,0,INCUMBENT,1,90960
2012,MO-4,"Hensley, Teresa",DEM,1,147723.09,224973.09,224973.09,61998.76,235514.56,398488.89,834590.9,"Hartzler, Vicky ",REP,0,35.5,60.3,235363.96,344643.61,360513.15,104803.76,353819.66,609529.05,1510603.33,1,755505,43778,194141,714,13,52,0.8982879,118305,211040,2,INCUMBENT,1,135540
2014,MO-8,"Stocker, Barbara Hamill",DEM,1,4372.0,4372.0,19872.0,17832.78,4953.58,6992.8,237744.36,"Smith, Jason T",REP,0,24.3,66.7,147613.03,223363.03,223892.89,127655.2,122747.1,218984.79,1735609.96,1,748508,37183,202458,574,17,37,0.924626056,117793,211991,2,INCUMBENT,1,204020
2012,CA-41,"Takano, Mark",DEM,2,127890.6,187431.07,197782.07,225864.35,273919.08,245836.8,1461798.23,"Tavaglione, John F",REP,2,57.6,42.4,74673.12,160173.12,160173.12,99354.06,391172.04,451991.1,1396014.74,0,724669,51855,113023,1145,-9,2289,0.595885846,117252,206154,0,OPEN,0,-37608
2014,IA-1,"Murphy, Patrick Joseph",DEM,2,93734.53,239306.03,239306.03,175604.76,67037.56,130738.83,1418164.97,"Blum, Rodney Leland",REP,2,48.8,51.2,120663.1,150211.79,150211.79,57220.13,168725.67,261717.33,1080510.06,1,766577,52197,225194,643,-5,63,0.921129906,101688,130978,2,OPEN,0,-89094
2012,OK-2,"Wallace, Rob",DEM,2,92390.71,127390.71,127390.71,159634.78,83269.23,51025.16,1220585.94,"Mullin, Markwayne",REP,2,38.3,57.3,59941.0,67773.0,88923.0,118318.99,181453.13,152057.14,1732310.94,1,747975,38072,203713,598,20,35,0.675129516,98183,101031,2,OPEN,0,-38467
2014,TN-4,"Sherrell, Lenda",DEM,1,74420.9,78670.9,178670.9,145185.81,100189.56,133674.65,1051657.59,"Desjarlais, Scott Eugene",REP,0,35.3,58.3,36484.0,45484.0,45484.0,59335.63,198356.82,184505.19,658971.03,1,721027,45301,187173,710,18,120,0.864637524,98167,50830,2,INCUMBENT,1,-133186
2014,VA-7,"Trammell, John K",DEM,1,154003.13,155003.13,155003.13,13803.78,0.0,141199.35,534309.31,"Brat, David Alan",REP,0,36.9,60.9,363560.31,399660.31,401705.05,269011.32,86179.32,218873.05,1469112.68,1,745462,70048,203231,1065,10,268,0.766760747,86179,77673,2,INCUMBENT,1,246701
2012,CA-47,"Lowenthal, Alan",DEM,1,31318.04,91318.04,91318.04,110400.69,236019.17,216936.52,1213336.82,"Delong, Gary",REP,1,55.3,44.7,140638.32,232138.32,232138.32,233857.67,318629.49,316910.14,1439650.91,0,718815,56858,114354,1179,-8,3324,0.550494912,82610,99973,0,CHALLENGER,0,140820
2014,NC-13,"Cleary, Brenda Lewis",DEM,1,23650.0,28250.0,28250.0,16205.49,18292.67,30337.18,87871.98,"Holding, George E Mr.",REP,0,42.7,57.3,81154.0,164004.0,174805.19,89263.83,99704.1,185245.46,1464260.04,1,759655,62691,211242,874,8,333,0.746074205,81411,154908,2,INCUMBENT,1,146555
2012,TX-7,"Cargas, James P",DEM,1,8254.0,8254.0,9004.0,12197.09,8666.67,5473.58,76900.11,"Culberson, John",REP,0,36.4,60.8,40250.0,68250.0,68500.0,39822.63,88729.42,117406.79,842045.37,1,728070,66523,147174,993,13,4495,0.671984837,80062,111933,0,INCUMBENT,1,59496
2012,UT-2,"Seegmiller, F Jay",DEM,1,5918.0,6418.0,6418.0,21825.28,35183.49,19776.21,100311.65,"Stewart, Chris",REP,1,33.6,62.3,30149.78,93649.78,93778.0,90973.58,113124.5,115928.92,538092.58,1,709305,52766,155550,815,18,17,0.861505276,77941,96152,2,CHALLENGER,0,87360
2012,UT-1,"Mcaleer, Donna",DEM,1,10206.6,10206.6,10206.6,36068.26,33653.38,7791.72,231493.21,"Bishop, Robert",REP,0,24.7,71.5,8533.0,42033.0,42033.0,72604.51,111169.64,80598.13,353367.37,1,709157,59082,165183,799,27,36,0.892906648,77516,72806,2,INCUMBENT,1,31826
2012,NC-6,"Foriest, Anthony E",DEM,1,5760.0,5760.0,5760.0,2985.0,16125.0,18900.0,46218.78,"Coble, John Howard",REP,0,39.1,60.9,23750.0,79599.52,79632.35,78212.66,92770.99,94190.68,531611.09,1,750726,48309,215309,715,10,204,0.77487259,76645,75290,2,INCUMBENT,1,73872
2014,NC-3,"Adame, Marshall Richard",DEM,1,2425.0,2425.0,2425.0,2217.33,2911.59,3119.26,25525.76,"Jones, Walter B.",REP,0,32.2,67.8,46980.0,110230.0,110230.0,89943.47,78776.2,99062.73,704722.91,1,751070,45148,178488,835,11,96,0.746556246,75864,95943,2,INCUMBENT,1,107805
2012,PA-4,"Perkinson, Harry Ebiff Jr",DEM,1,15000.0,15150.0,19067.54,20789.79,11303.5,9581.25,88971.09,"Perry, Scott",REP,1,34.4,59.7,72550.88,110325.88,115332.32,187429.41,84078.5,11981.41,529958.01,1,710769,56264,196642,823,9,468,0.855154066,72775,2400,2,CHALLENGER,0,96264
